day,festival,month,name,ville,year
6.0,MONTREUX JAZZ FESTIVAL,Juil.,LIZZ WRIGHT,Montreux,2015.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,BURAKA SOM SISTEMA,Montreux,2015.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,MARIAM THE BELIEVER,Montreux,2015.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,HUGH COLTMAN,Montreux,2015.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,NICK MULVEY,Montreux,2015.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,MARY J BLIGE,Montreux,2015.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,DAVID SANBORN,Montreux,2015.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,GEORGE EZRA,Montreux,2015.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,ALABAMA SHAKES,Montreux,2015.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,AVISHAI COHEN (contrebasse),Montreux,2015.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,JAMIE XX,Montreux,2015.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,THOUGHT FORMS,Montreux,2015.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,JASON MORAN,Montreux,2015.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,SEBASTIEN SCHULLER,Montreux,2015.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,TOBIAS PREISIG,Montreux,2015.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,LIONEL RICHIE,Montreux,2015.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,KRONOS QUARTET,Montreux,2015.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,PROTOJE,Montreux,2015.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,POLAR,Montreux,2015.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,LOS LOBOS,Montreux,2015.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,LEON BRIDGES,Montreux,2015.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,FOALS,Montreux,2015.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,BENJAMIN BOOKER,Montreux,2015.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,THE TWO,Montreux,2015.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,YEARS & YEARS,Montreux,2015.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,SONGHOY BLUES,Montreux,2015.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,JERRY LEONIDE,Montreux,2015.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,KWABS,Montreux,2015.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,MARIA GADU,Montreux,2015.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,RAE MORRIS,Montreux,2015.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,ALT-J,Montreux,2015.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,CHICK COREA,Montreux,2015.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,AL JARREAU,Montreux,2015.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,JOKE,Montreux,2015.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,"LOUIS, MATTHIEU, JOSEPH & ANNA CHEDID",Montreux,2015.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,SOMI,Montreux,2015.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,AaRON,Montreux,2015.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,CARO EMERALD,Montreux,2015.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,HIATUS KAIYOTE,Montreux,2015.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,ALOE BLACC,Montreux,2015.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,ZULE MAX,Montreux,2014.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,AMY MACDONALD,Montreux,2014.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,AYO,Montreux,2014.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,OLAFUR ARNALDS,Montreux,2014.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,SMELLS LIKE K. SPIRIT,Montreux,2014.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,CENTRAL RODEO,Montreux,2014.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,KOMA DUB,Montreux,2014.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,THE TWO,Montreux,2014.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,CHRIS REA,Montreux,2014.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,EVERLAST,Montreux,2014.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,SELAH SUE,Montreux,2014.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,CHEYENNE,Montreux,2014.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,JOKARI,Montreux,2014.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,UGLY KIDS,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,FIDDLERS GREEN,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,FLORA,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,TEDESCHI TRUCKS BAND,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,MAGOS HERRERA,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,TEMPLES,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,ALIM QASIMOV,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,THE CHIKITAS,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,KLANGKARUSSELL,Montreux,2014.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,ETIENNE DE CRECY,Montreux,2014.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,TIMBER TIMBRE,Montreux,2014.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,BIG BANG EJMA VALAIS,Montreux,2014.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,PHARRELL WILLIAMS,Montreux,2014.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,LEE RITENOUR,Montreux,2014.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,PASSENGER,Montreux,2014.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,REVOX,Montreux,2014.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,SONNY CATANESE,Montreux,2014.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,LA FINE EQUIPE (LFE),Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,DEJA VU JAZZ BAND,Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,NEIL COWLEY,Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,RODRIGO Y GABRIELA,Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,NEIL COWLEY,Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,MGMT,Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,JULIAN SARTORIUS,Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,THE ANGRY CATS,Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,ASKERY,Montreux,2014.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,DANIEL AVERY,Montreux,2014.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,HEMU JAZZ ORCHESTRA,Montreux,2014.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,JUNGLE,Montreux,2014.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,ISFAR SARABSKY,Montreux,2014.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,LONDON GRAMMAR,Montreux,2014.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,ZOMBIDOU,Montreux,2014.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ SCREAM,Montreux,2014.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,HEMU JAZZ ORCHESTRA,Montreux,2014.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,BANKS,Montreux,2014.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,SWEET GEORGIA BROWN,Montreux,2014.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,DARKSIDE (NICOLAS JAAR & DAVE HARRINGTON),Montreux,2014.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,MANU LANVIN AND THE DEVIL BLUES,Montreux,2014.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,JERRY JOXX,Montreux,2014.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,BARNT,Montreux,2014.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,TUCSON JAZZ BAND,Montreux,2014.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,JAMIE CULLUM,Montreux,2014.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,PLAISTOW,Montreux,2014.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,JULIAN SARTORIUS,Montreux,2014.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,ADRIATIQUE,Montreux,2014.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,MIYAVI,Montreux,2014.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,BAD NELSON,Montreux,2014.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,TUCSON JAZZ BAND,Montreux,2014.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,STEPHAN EICHER,Montreux,2014.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,TERRI LYNE CARRINGTON,Montreux,2014.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,MILKY CHANCE,Montreux,2014.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,LESZEK MOZDZER,Montreux,2014.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,ELFERYA,Montreux,2014.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,MR MIKE,Montreux,2014.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,BAUCHAMP,Montreux,2014.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,OPE SMITH,Montreux,2014.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,PALOMA FAITH,Montreux,2014.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,MULATU ASTATKE,Montreux,2014.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,NICK MURPHY (CHET FAKER),Montreux,2014.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,LEO TARDIN,Montreux,2014.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,DARK HORSES,Montreux,2014.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,GREEN VELVET,Montreux,2014.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,ANDROMA,Montreux,2014.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,MGS / MANCHESTER GRAMMAR SCHOOL JAZZ,Montreux,2014.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,DR JOHN & THE NITE TRIPPERS,Montreux,2014.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,JERRY LEONIDE,Montreux,2014.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,OH! TIGER MOUNTAIN,Montreux,2014.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,SKATERS,Montreux,2014.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,SALVATORE FREDA,Montreux,2014.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,NINA KRAVIZ,Montreux,2014.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,MGS / MANCHESTER GRAMMAR SCHOOL JAZZ,Montreux,2014.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,VAN MORRISON,Montreux,2014.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,DAVE HOLLAND,Montreux,2014.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,RY X,Montreux,2014.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,THE FORKS,Montreux,2014.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,FRED LILLA,Montreux,2014.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,ELLEN ALLIEN,Montreux,2014.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,MACEO PARKER,Montreux,2014.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,STEVIE WONDER,Montreux,2014.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,DIRTY LOOPS,Montreux,2014.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,EARL SWEATSHIRT,Montreux,2014.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,DISAGONY,Montreux,2014.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ DOO GOOD,Montreux,2014.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,ANNAKIN,Montreux,2014.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,MICHAEL KIWANUKA,Montreux,2014.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,BENJAMIN CLEMENTINE,Montreux,2014.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,VON PARIAHS,Montreux,2014.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,KRUGER,Montreux,2014.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,MIRKO LOKO,Montreux,2014.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,N'TO,Montreux,2014.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,TWEEK,Montreux,2014.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,RICHARD GALLIANO,Montreux,2014.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,ROCKY,Montreux,2014.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,RANDOM GOD,Montreux,2014.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,ASTON MARTINEZ,Montreux,2014.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ KOFFI,Montreux,2014.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,VILLARS VANGUARD  JAZZ ORCHESTRA,Montreux,2014.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,AS ANIMALS,Montreux,2014.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,HARRI STOJKA,Montreux,2014.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,MIGHTY OAKS,Montreux,2014.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,YARON HERMAN,Montreux,2014.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,THE TRAP,Montreux,2014.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,RARE MOVEMENT,Montreux,2014.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,LOS SCRATCHOS,Montreux,2014.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,LEONARD COHEN,Montreux,2013.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,LIANNE LA HAVAS,Montreux,2013.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,MELODY'S ECHO CHAMBER,Montreux,2013.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,DADDY FRED BERNARD,Montreux,2013.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,REDWOOD,Montreux,2013.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,LEONARD COHEN,Montreux,2013.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,MICHAEL WOLLNY,Montreux,2013.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,BLACK REBEL MOTORCYCLE CLUB,Montreux,2013.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,ARTONWALL,Montreux,2013.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,LEE VAN DOWSKI,Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,KOQA,Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,BIG BAND DE ROANNE (BBR),Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,KOQA,Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,WYCLEF JEAN,Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,TRIXIE WHITLEY,Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,GIRLS IN HAWAII,Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,MONOSKI,Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,DEETRON,Montreux,2013.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,BTK aka IDENTITY,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,JAZZ JUVENOCRACY,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,TEMPO FORTE,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,CONSERVATOIRE DE MUSIQUE ECOLE DE JAZZ MONTREUX VEVEY RIVIERA,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,CHRISTOPHE JAQUET,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,GREEN DAY,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,KURT ROSENWINKEL,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,ANGEL HAZE,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,ENSEMBLE BABEL,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,NEW SOUNDS FROM ARAB LANDS,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,JC SATAN,Montreux,2013.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ VOLTA,Montreux,2013.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,JAZZ JUVENOCRACY,Montreux,2013.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,PAOLO CONTE,Montreux,2013.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,GREGORY PORTER,Montreux,2013.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,PATRICK WATSON,Montreux,2013.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,BLOODY SAILOR,Montreux,2013.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,MIGUEL CAMPBELL,Montreux,2013.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,ADRY,Montreux,2013.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,PAUL KALKBRENNER,Montreux,2013.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,GLENELG JAZZ ENSEMBLE,Montreux,2013.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,WOODKID,Montreux,2013.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,WOODKID,Montreux,2013.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,CHARLES BRADLEY,Montreux,2013.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,ROUND TABLE KNIGHTS,Montreux,2013.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,THE BOTS,Montreux,2013.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,FRED LILLA,Montreux,2013.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,BIG BAND DE L'ARDECHE,Montreux,2013.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,VIJAY IYER,Montreux,2013.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,GEORGE THOROGOOD,Montreux,2013.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,MISJA FITZGERALD MICHEL,Montreux,2013.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,JAKE BUGG,Montreux,2013.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,UNCLE ACID AND THE DEADBEATS,Montreux,2013.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,QULINEZ,Montreux,2013.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,DIXON,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,GWILYM SIMCOCK,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,ALICE FRANCIS,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,CHIEF,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,BONNIE RAITT,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,VIJAY IYER,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,SUPERPOZE,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,BUGGE WESSELTOFT,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,HATHORS,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,GILDAS & MASAYA,Montreux,2013.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,SOLANGE LA FRANGE / LA PATRONNE,Montreux,2013.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,HEMU JAZZ ORCHESTRA,Montreux,2013.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,FAUVE,Montreux,2013.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,TULIPA RUIZ,Montreux,2013.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,SUGAR BLUE,Montreux,2013.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,GWILYM SIMCOCK,Montreux,2013.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,DAUGHTER,Montreux,2013.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,KARAOKE FROM HELL,Montreux,2013.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,EMILIE NANA,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,ADAM MAKOWICZ,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,NOLOSE,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,JANAINA MELLO,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,MAMBO CHICK,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,HEMU JAZZ ORCHESTRA,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,PRINCE,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,PEE WEE ELLIS,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,HOLLIE COOK,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,THE DEADLINE EXPERIENCE,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,PINO ARDUINI,Montreux,2013.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ KOFFI,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,KARINA,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,TIME MACHINE,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ KOFFI,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,PRINCE,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,YOUN SUN NAH,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,DEVENDRA BANHART,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,ADAM MAKOWICZ,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,KASSETTE,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,JESSE ROSE,Montreux,2013.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,SCHNAUTZI,Montreux,2013.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,BELO,Montreux,2013.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,BELO,Montreux,2013.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,PRINCE,Montreux,2013.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,VALERIE JUNE,Montreux,2013.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,YAN WAGNER,Montreux,2013.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,WHITE DENIM,Montreux,2013.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,SALVATORE FREDA,Montreux,2013.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,BOSTON BUN,Montreux,2013.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,BEE FIVE,Montreux,2013.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,SILVAN ZINGG,Montreux,2013.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,STING,Montreux,2013.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,JOSE JAMES,Montreux,2013.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,MARK LANEGAN,Montreux,2013.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,SILVER DUST,Montreux,2013.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,NO ID,Montreux,2013.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,MIMETIC,Montreux,2013.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,KARAMELO SANTO,Montreux,2013.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,GURUVER,Montreux,2013.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,KRAFTWERK,Montreux,2013.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,JON BATISTE & THE STAY HUMAN BAND,Montreux,2013.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,ALUNAGEORGE,Montreux,2013.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,THE AWKWARDS,Montreux,2013.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,GUTI,Montreux,2013.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ ALEXSUMI,Montreux,2013.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,THE CANETTES BLUES BAND,Montreux,2013.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,DIETER MEIER,Montreux,2013.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,DIANA KRALL,Montreux,2013.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,DAVID SANBORN,Montreux,2013.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,OM UNIT,Montreux,2013.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,THE FAMILY RAIN,Montreux,2013.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,FEHRPLAY,Montreux,2013.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,LiA,Montreux,2013.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,NGOC LAN,Montreux,2013.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,DEEP PURPLE,Montreux,2013.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,KAT EDMONSON,Montreux,2013.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,SOLOMUN,Montreux,2013.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,BACK N BLACK,Montreux,2013.0
